Name,Country,Date,IsPaidTimeOff
Thanksgiving Day,United States,11/28/2013,TRUE
Day After Thanksgiving Day,United States,11/29/2013,FALSE
Christmas Day,United States,12/25/2013,TRUE
New Year's Day,United States,1/1/2014,TRUE
Martin Luther King Day,United States,1/20/2014,TRUE
Groundhog Day,United States,2/2/2014,FALSE
Valentine's Day,United States,2/14/2014,FALSE
Presidents' Day,United States,2/17/2014,TRUE
St. Patrick's Day,United States,3/17/2014,FALSE
Tax Day,United States,4/15/2014,FALSE
Easter Day,United States,4/20/2014,FALSE
Administrative Professionals Day,United States,4/23/2014,FALSE
Mother's Day,United States,5/11/2014,FALSE
Memorial Day,United States,5/26/2014,TRUE
Father's Day,United States,6/15/2014,FALSE
Independence Day,United States,7/4/2014,TRUE
Labor Day,United States,9/1/2014,TRUE
Columbus Day,United States,10/13/2014,FALSE
Halloween,United States,10/31/2014,FALSE
Election Day,United States,11/4/2014,FALSE
Veteran's Day,United States,11/11/2014,FALSE
Thanksgiving Day,United States,11/27/2014,TRUE
Day After Thanksgiving Day,United States,11/28/2014,FALSE
Christmas Day,United States,12/25/2014,TRUE
New Year's Day,United States,1/1/2015,TRUE
Martin Luther King Day,United States,1/19/2015,TRUE
Groundhog Day,United States,2/2/2015,FALSE
Valentine's Day,United States,2/14/2015,FALSE
Presidents' Day,United States,2/16/2015,TRUE
St. Patrick's Day,United States,3/17/2015,FALSE
Easter Day,United States,4/5/2015,FALSE
Tax Day,United States,4/15/2015,FALSE
Administrative Professionals Day,United States,4/22/2015,FALSE
Mother's Day,United States,5/10/2015,FALSE
Memorial Day,United States,5/25/2015,TRUE
Father's Day,United States,6/21/2015,FALSE
Independence Day,United States,7/4/2015,FALSE
Labor Day,United States,9/7/2015,TRUE
Columbus Day,United States,10/12/2015,FALSE
Halloween,United States,10/31/2015,FALSE
Election Day,United States,11/3/2015,FALSE
Veteran's Day,United States,11/11/2015,FALSE
Thanksgiving Day,United States,11/26/2015,TRUE
Day After Thanksgiving Day,United States,11/27/2015,FALSE
Christmas Day,United States,12/25/2015,TRUE
New Year's Day,United States,1/1/2016,TRUE
Martin Luther King Day,United States,1/18/2016,TRUE
Groundhog Day,United States,2/2/2016,FALSE
Valentine's Day,United States,2/14/2016,FALSE
Presidents' Day,United States,2/15/2016,TRUE
St. Patrick's Day,United States,3/17/2016,FALSE
Easter Day,United States,3/27/2016,FALSE
Tax Day,United States,4/18/2016,FALSE
Administrative Professionals Day,United States,4/27/2016,FALSE
Mother's Day,United States,5/8/2016,FALSE
Memorial Day,United States,5/30/2016,TRUE
Father's Day,United States,6/19/2016,FALSE
Independence Day,United States,7/4/2016,TRUE
Labor Day,United States,9/5/2016,TRUE
Columbus Day,United States,10/10/2016,FALSE
Halloween,United States,10/31/2016,FALSE
Election Day,United States,11/8/2016,FALSE
Veteran's Day,United States,11/11/2016,FALSE
Thanksgiving Day,United States,11/24/2016,TRUE
Day After Thanksgiving Day,United States,11/25/2016,FALSE
Christmas Day,United States,12/25/2016,FALSE
New Year's Day,United States,1/1/2017,FALSE
Martin Luther King Day,United States,1/16/2017,TRUE
Groundhog Day,United States,2/2/2017,FALSE
Valentine's Day,United States,2/14/2017,FALSE
Presidents' Day,United States,2/20/2017,TRUE
St. Patrick's Day,United States,3/17/2017,FALSE
Easter Day,United States,4/16/2017,FALSE
Tax Day,United States,4/18/2017,FALSE
Administrative Professionals Day,United States,4/26/2017,FALSE
Mother's Day,United States,5/14/2017,FALSE
Memorial Day,United States,5/29/2017,TRUE
Father's Day,United States,6/18/2017,FALSE
Independence Day,United States,7/4/2017,TRUE
Labor Day,United States,9/4/2017,TRUE
Columbus Day,United States,10/9/2017,FALSE
Halloween,United States,10/31/2017,FALSE
Election Day,United States,11/7/2017,FALSE
Veteran's Day,United States,11/11/2017,FALSE
Thanksgiving Day,United States,11/23/2017,TRUE
Day After Thanksgiving Day,United States,11/24/2017,FALSE
Christmas Day,United States,12/25/2017,TRUE
New Year's Day,United States,1/1/2018,TRUE
Martin Luther King Day,United States,1/15/2018,TRUE
Groundhog Day,United States,2/2/2018,FALSE
Valentine's Day,United States,2/14/2018,FALSE
Presidents' Day,United States,2/19/2018,TRUE
St. Patrick's Day,United States,3/17/2018,FALSE
Easter Day,United States,4/1/2018,FALSE
Tax Day,United States,4/17/2018,FALSE
Administrative Professionals Day,United States,4/25/2018,FALSE
Mother's Day,United States,5/13/2018,FALSE
Memorial Day,United States,5/28/2018,TRUE
Father's Day,United States,6/17/2018,FALSE
Independence Day,United States,7/4/2018,TRUE
Labor Day,United States,9/3/2018,TRUE
Columbus Day,United States,10/8/2018,FALSE
Halloween,United States,10/31/2018,FALSE
Election Day,United States,11/6/2018,FALSE
Veteran's Day,United States,11/11/2018,FALSE
Thanksgiving Day,United States,11/22/2018,TRUE
Day After Thanksgiving Day,United States,11/23/2018,FALSE
Christmas Day,United States,12/25/2018,TRUE
New Year's Day,United States,1/1/2019,TRUE
Martin Luther King Day,United States,1/21/2019,TRUE
Groundhog Day,United States,2/2/2019,FALSE
Valentine's Day,United States,2/14/2019,FALSE
Presidents' Day,United States,2/18/2019,TRUE
St. Patrick's Day,United States,3/17/2019,FALSE
Tax Day,United States,4/15/2019,FALSE
Easter Day,United States,4/21/2019,FALSE
Administrative Professionals Day,United States,4/24/2019,FALSE
Mother's Day,United States,5/12/2019,FALSE
Memorial Day,United States,5/27/2019,TRUE
Father's Day,United States,6/16/2019,FALSE
Independence Day,United States,7/4/2019,TRUE
Labor Day,United States,9/2/2019,TRUE
Columbus Day,United States,10/14/2019,FALSE
Halloween,United States,10/31/2019,FALSE
Election Day,United States,11/5/2019,FALSE
Veteran's Day,United States,11/11/2019,FALSE
Thanksgiving Day,United States,11/28/2019,TRUE
Day After Thanksgiving Day,United States,11/29/2019,FALSE
Christmas Day,United States,12/25/2019,TRUE
New Year's Day,United States,1/1/2020,TRUE
Martin Luther King Day,United States,1/20/2020,TRUE
Groundhog Day,United States,2/2/2020,FALSE
Valentine's Day,United States,2/14/2020,FALSE
Presidents' Day,United States,2/17/2020,TRUE
St. Patrick's Day,United States,3/17/2020,FALSE
Easter Day,United States,4/12/2020,FALSE
Tax Day,United States,4/15/2020,FALSE
Administrative Professionals Day,United States,4/22/2020,FALSE
Mother's Day,United States,5/10/2020,FALSE
Memorial Day,United States,5/25/2020,TRUE
Father's Day,United States,6/21/2020,FALSE
Independence Day,United States,7/4/2020,FALSE
Labor Day,United States,9/7/2020,TRUE
Columbus Day,United States,10/12/2020,FALSE
Halloween,United States,10/31/2020,FALSE
Election Day,United States,11/3/2020,FALSE
Veteran's Day,United States,11/11/2020,FALSE
Thanksgiving Day,United States,11/26/2020,TRUE
Day After Thanksgiving Day,United States,11/27/2020,FALSE
Christmas Day,United States,12/25/2020,FALSE
New Year's Day,United States,1/1/2021,FALSE
Martin Luther King Day,United States,1/18/2021,TRUE
Groundhog Day,United States,2/2/2021,FALSE
Valentine's Day,United States,2/14/2021,FALSE
Presidents' Day,United States,2/15/2021,TRUE
St. Patrick's Day,United States,3/17/2021,FALSE
Easter Day,United States,4/4/2021,FALSE
Tax Day,United States,4/15/2021,FALSE
Administrative Professionals Day,United States,4/21/2021,FALSE
Mother's Day,United States,5/9/2021,FALSE
Memorial Day,United States,5/31/2021,TRUE
Father's Day,United States,6/20/2021,FALSE
Independence Day,United States,7/4/2021,FALSE
Labor Day,United States,9/6/2021,TRUE
Columbus Day,United States,10/11/2021,FALSE
Halloween,United States,10/31/2021,FALSE
Election Day,United States,11/2/2021,FALSE
Veteran's Day,United States,11/11/2021,FALSE
Thanksgiving Day,United States,11/25/2021,TRUE
Day After Thanksgiving Day,United States,11/26/2021,FALSE
Christmas Day,United States,12/25/2021,TRUE
New Year's Day,United States,1/1/2022,TRUE
Martin Luther King Day,United States,1/17/2022,TRUE
Groundhog Day,United States,2/2/2022,FALSE
Valentine's Day,United States,2/14/2022,FALSE
Presidents' Day,United States,2/21/2022,TRUE
St. Patrick's Day,United States,3/17/2022,FALSE
Easter Day,United States,4/17/2022,FALSE
Tax Day,United States,4/18/2022,FALSE
Administrative Professionals Day,United States,4/27/2022,FALSE
Mother's Day,United States,5/8/2022,FALSE
Memorial Day,United States,5/30/2022,TRUE
Father's Day,United States,6/19/2022,FALSE
Independence Day,United States,7/4/2022,TRUE
Labor Day,United States,9/5/2022,TRUE
Columbus Day,United States,10/10/2022,FALSE
Halloween,United States,10/31/2022,FALSE
Election Day,United States,11/8/2022,FALSE
Veteran's Day,United States,11/11/2022,FALSE
Thanksgiving Day,United States,11/24/2022,TRUE
Day After Thanksgiving Day,United States,11/25/2022,FALSE
Christmas Day,United States,12/25/2022,FALSE
New Year's Day,United States,1/1/2023,FALSE
Martin Luther King Day,United States,1/16/2023,TRUE
Groundhog Day,United States,2/2/2023,FALSE
Valentine's Day,United States,2/14/2023,FALSE
Presidents' Day,United States,2/20/2023,TRUE
St. Patrick's Day,United States,3/17/2023,FALSE
Easter Day,United States,4/9/2023,FALSE
Tax Day,United States,4/17/2023,FALSE
Administrative Professionals Day,United States,4/26/2023,FALSE
Mother's Day,United States,5/14/2023,FALSE
Memorial Day,United States,5/29/2023,TRUE
Father's Day,United States,6/18/2023,FALSE
Independence Day,United States,7/4/2023,TRUE
Labor Day,United States,9/4/2023,TRUE
Columbus Day,United States,10/9/2023,FALSE
Halloween,United States,10/31/2023,FALSE
Election Day,United States,11/7/2023,FALSE
Veteran's Day,United States,11/11/2023,FALSE
Thanksgiving Day,United States,11/23/2023,TRUE
Day After Thanksgiving Day,United States,11/24/2023,FALSE
Christmas Day,United States,12/25/2023,TRUE
New Year's Day,United States,1/1/2024,TRUE
Martin Luther King Day,United States,1/15/2024,TRUE
Groundhog Day,United States,2/2/2024,FALSE
Valentine's Day,United States,2/14/2024,FALSE
Presidents' Day,United States,2/19/2024,TRUE
St. Patrick's Day,United States,3/17/2024,FALSE
Easter Day,United States,3/31/2024,FALSE
Tax Day,United States,4/15/2024,FALSE
Administrative Professionals Day,United States,4/24/2024,FALSE
Mother's Day,United States,5/12/2024,FALSE
Memorial Day,United States,5/27/2024,TRUE
Father's Day,United States,6/16/2024,FALSE
Independence Day,United States,7/4/2024,TRUE
Labor Day,United States,9/2/2024,TRUE
Columbus Day,United States,10/14/2024,FALSE
Halloween,United States,10/31/2024,FALSE
Election Day,United States,11/5/2024,FALSE
Veteran's Day,United States,11/11/2024,FALSE
Thanksgiving Day,United States,11/28/2024,TRUE
Day After Thanksgiving Day,United States,11/29/2024,FALSE
Christmas Day,United States,12/25/2024,TRUE
New Year's Day,United States,1/1/2025,TRUE
Martin Luther King Day,United States,1/20/2025,TRUE
Groundhog Day,United States,2/2/2025,FALSE
Valentine's Day,United States,2/14/2025,FALSE
Presidents' Day,United States,2/17/2025,TRUE
St. Patrick's Day,United States,3/17/2025,FALSE
Tax Day,United States,4/15/2025,FALSE
Easter Day,United States,4/20/2025,FALSE
Administrative Professionals Day,United States,4/23/2025,FALSE
Mother's Day,United States,5/11/2025,FALSE
Memorial Day,United States,5/26/2025,TRUE
Father's Day,United States,6/15/2025,FALSE
Independence Day,United States,7/4/2025,TRUE
Labor Day,United States,9/1/2025,TRUE
Columbus Day,United States,10/13/2025,FALSE
Halloween,United States,10/31/2025,FALSE
Election Day,United States,11/4/2025,FALSE
Veteran's Day,United States,11/11/2025,FALSE
Thanksgiving Day,United States,11/27/2025,TRUE
Day After Thanksgiving Day,United States,11/28/2025,FALSE
Christmas Day,United States,12/25/2025,TRUE
New Year's Day,United States,1/1/2026,TRUE
Martin Luther King Day,United States,1/19/2026,TRUE
Groundhog Day,United States,2/2/2026,FALSE
Valentine's Day,United States,2/14/2026,FALSE
Presidents' Day,United States,2/16/2026,TRUE
St. Patrick's Day,United States,3/17/2026,FALSE
Easter Day,United States,4/5/2026,FALSE
Tax Day,United States,4/15/2026,FALSE
Administrative Professionals Day,United States,4/22/2026,FALSE
Mother's Day,United States,5/10/2026,FALSE
Memorial Day,United States,5/25/2026,TRUE
Father's Day,United States,6/21/2026,FALSE
Independence Day,United States,7/4/2026,FALSE
Labor Day,United States,9/7/2026,TRUE
Columbus Day,United States,10/12/2026,FALSE
Halloween,United States,10/31/2026,FALSE
Election Day,United States,11/3/2026,FALSE
Veteran's Day,United States,11/11/2026,FALSE
Thanksgiving Day,United States,11/26/2026,TRUE
Day After Thanksgiving Day,United States,11/27/2026,FALSE
Christmas Day,United States,12/25/2026,TRUE
